"","description","costA","costB","ward","program","year","cost"
"212","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S ","25,000.00",NA,"5","Miscellaneous Other",2012,25000
"213","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S planter box ","12,595.00",NA,"5","Miscellaneous Other",2012,12595
"214","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S Lights, furniture ","454,404.00",NA,"5","Miscellaneous Other",2012,454404
"215","ON E 68TH ST FROM S CREGIER AVE (1800 E) TO S STONY 1.00 ","250,000.00",NA,"5","Street Light Residential",2012,250000
"216","ON ELLIS FROM E 71 ST (7100 S) TO E 73 ST (7300 S) ","144,000.00",NA,"5","Street Light Residential",2012,144000
"217","ON DORCHESTER FROM E 67 ST (6700 S) TO E 71 ST (7100 S) ","288,000.00",NA,"5","Street Light Residential",2012,288000
"218","ON EAST END FROM E 69 ST (6900 S) TO E 71 ST (7100 S) ","144,000.00",NA,"5","Street Light Residential",2012,144000
"219","ON 60 FROM S BLACKSTONE AV (1436 E) TO S STONY ","2,000.00",NA,"5","Street Light Upgrade",2012,2000
"220","E 83RD ST & S DR MARTIN LUTHER KING JR DR crosswalk markings ","1,166.00",NA,"6","Miscellaneous Other",2012,1166
"221","ON E 85TH ST FROM S STATE ST (0 E) TO S WABASH AV (44 1.00 ","38,833.00",NA,"6","Street Resurfacing Menu",2012,38833
"222","ON 66 FROM S UNION AV (700 W) TO S HALSTED ST (800 W) ","64,000.00",NA,"6","Street Light Residential",2012,64000
"223","ON UNION FROM W 66 ST (6600 S) TO W MARQUETTE RD ","64,000.00",NA,"6","Street Light Residential",2012,64000
"224","ON ST LAWRENCE FROM E 71 ST (7100 S) TO E 87 ST (8700 S) ","1,152,000.00",NA,"6","Street Light Residential",2012,1152000
"225","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 0.00 ","100,076.00",NA,"7","Curb & Gutter Menu",2012,100076
"226","ON S PAXTON AVE FROM E 90 ST (9000 S) TO E 89 ST (8900 S) 0.00 ","150,638.00",NA,"7","Curb & Gutter Menu",2012,150638
"227","ON E 74TH ST FROM S OGLESBY AV (2332 E) TO S OGLESBY 0.00 ","3,657.00",NA,"7","Curb & Gutter Menu",2012,3657
"228","ON CRANDON FROM E 96 ST (9540 S) TO E 97 ST (9713 S) 0.00 ","68,566.00",NA,"7","Curb & Gutter Menu",2012,68566
"229","ON S PHILLIPS AVE FROM E 90 ST (9000 S) TO E 91 ST (9100 S) 0.00 ","175,674.00",NA,"7","Curb & Gutter Menu",2012,175674
"230","ON S PAXTON AVE FROM E 101 ST (10100 S) TO E 100 ST 0.00 ","183,815.00",NA,"7","Curb & Gutter Menu",2012,183815
"231","ON S OGLESBY AVE FROM E 95 ST (9500 S) TO E 96 ST (9540 0.00 ","5,452.00",NA,"7","Curb & Gutter Menu",2012,5452
"232","ON S CRANDON AVE FROM E 96 ST (9540 S) TO E 97 ST (9713 0.00 ","89,581.00",NA,"7","Curb & Gutter Menu",2012,89581
"233","ON S OGLESBY AVE FROM E 74 ST (7400 S) TO E 73 ST (7300 0.00 ","121,057.00",NA,"7","Curb & Gutter Menu",2012,121057
"234","ON S EUCLID AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S) 0.00 ","1,768.00",NA,"7","Sidewalk Menu",2012,1768
"235","ON E 79TH ST FROM S EXCHANGE (W) AV(2918 E) TO S 0.00 ","17,046.00",NA,"7","Sidewalk Menu",2012,17046
"236","ON S LUELLA AVE FROM E 73 ST (7300 S) TO E 74 ST (7400 S) 0.00 ","2,739.00",NA,"7","Sidewalk Menu",2012,2739
"237","ON S SAGINAW AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 0.00 ","7,658.00",NA,"7","Sidewalk Menu",2012,7658
"238","ON S ESSEX AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S) 0.00 ","30,458.00",NA,"7","Sidewalk Menu",2012,30458
"239","ON S ESCANABA AVE FROM E 79 ST (7900 S) TO E 80 ST (8000 0.00 ","6,279.00",NA,"7","Sidewalk Menu",2012,6279
"240","ON EXCHANGE FROM E 75 ST (7470 S) TO E 76 ST (7570 S) 0.00 ","6,668.00",NA,"7","Sidewalk Menu",2012,6668
"241","ON E 74TH ST FROM S COLES AV (2646 E) TO S SOUTH 1.00 ","42,840.00",NA,"7","Street Resurfacing Menu",2012,42840
"242","ON S CRANDON AVE FROM E 76 ST (7600 S) TO E 78 ST (7800 1.00 ","128,952.00",NA,"7","Street Resurfacing Menu",2012,128952
"243","ON S KINGSTON AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 1.00 ","75,601.00",NA,"7","Street Resurfacing Menu",2012,75601
"244","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 2.00 ","41,597.00",NA,"7","Street Resurfacing Menu",2012,41597
"245","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST 1.00 ","26,510.00",NA,"7","Street Resurfacing Menu",2012,26510
"246","ON S BURNHAM AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"247","ON E CHELTENHAM PL FROM S COLES AV (3032 E) TO S 1.00 ","1,850.00",NA,"7","Street Speed Hump Menu",2012,1850
"248","ON S COLES AVE FROM E 72 ST (7130 S) TO E 73 ST (7231 S) 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"249","ON S PHILLIPS AVE FROM E 92 ST (9200 S) TO E 93 ST (9300 S) 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"250","ON S BURNHAM AVE FROM E 78 ST (7800 S) TO E 79 ST (7900 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"251","ON S KINGSTON AVE FROM E 73 ST (7300 S) TO E 75 ST (7500 2.00 ","7,400.00",NA,"7","Street Speed Hump Menu",2012,7400
"252","ON E 89TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY 1.00 ","1,850.00",NA,"7","Street Speed Hump Menu",2012,1850
"253","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"254","ON S LUELLA AVE FROM E 75 ST (7500 S) TO E 76 ST (7600 S) 1.00 ","3,700.00",NA,"7","Street Speed Hump Menu",2012,3700
"255","W 75TH ST & W 76TH ST & S RIDGELAND AVE & S CREGIER 0.00 ","3,257.00",NA,"8","Alley Resurfacing Menu",2012,3257
"256","ON S CONSTANCE AVE FROM 7500 S TO E 75 ST (7500 S) 1.00 ","2,520.00",NA,"8","Bollard Menu",2012,2520
"257","ON S UNIVERSITY AVE FROM E 80 ST (8000 S) TO E 81 ST 0.00 ","5,436.00",NA,"8","Curb & Gutter Menu",2012,5436
"258","ON E 83RD ST FROM S CRANDON AV (2300 E) TO S OGLESBY 0.00 ","57,537.00",NA,"8","Curb & Gutter Menu",2012,57537
"259","ON S BENNETT AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 0.00 ","10,035.00",NA,"8","Curb & Gutter Menu",2012,10035
"260","ON S CONSTANCE AVE FROM E 85 ST (8500 S) TO E 86 ST 0.00 ","3,767.00",NA,"8","Curb & Gutter Menu",2012,3767
"261","ON E 86TH ST FROM S DANTE AV (1433 E) TO S 0.00 ","22,199.00",NA,"8","Curb & Gutter Menu",2012,22199
"262","ON S CREGIER AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S) 0.00 ","28,180.00",NA,"8","Sidewalk Menu",2012,28180
"263","ON S DREXEL AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S) 0.00 ","37,672.00",NA,"8","Sidewalk Menu",2012,37672
"264","ON S EUCLID AVE FROM E 74 ST (7400 S) TO E 75 ST (7500 S) 0.00 ","30,090.00",NA,"8","Sidewalk Menu",2012,30090
"265","ON S EAST END AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 0.00 ","19,180.00",NA,"8","Sidewalk Menu",2012,19180
"266","ON S OGLESBY AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 0.00 ","20,831.00",NA,"8","Sidewalk Menu",2012,20831
"267","ON S AVALON AVE FROM E 97 (N) ST(9656 S) TO E 98 ST 0.00 ","2,414.00",NA,"8","Sidewalk Menu",2012,2414
"268","ON S MARYLAND AVE FROM E 98 ST (9800 S) TO E 99 ST 0.00 ","94,743.00",NA,"8","Sidewalk Menu",2012,94743
"269","ON E 74TH ST FROM S BALDWIN AV (1900 E) TO S JEFFERY 0.00 ","2,343.00",NA,"8","Sidewalk Menu",2012,2343
"270","ON S JEFFERY BLVD FROM E 85 ST (8500 S) TO E 86 ST (8600 0.00 ","71,948.00",NA,"8","Sidewalk Menu",2012,71948
"271","ON S BLACKSTONE AVE FROM E 81 ST (8100 S) TO E 82 ST 0.00 ","12,213.00",NA,"8","Sidewalk Menu",2012,12213
"272","ON S KIMBARK AVE FROM S KENWOOD AV (8414 S) TO E 85 0.00 ","9,104.00",NA,"8","Sidewalk Menu",2012,9104
"273","ON S LUELLA AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S) 0.00 ","1,973.00",NA,"8","Sidewalk Menu",2012,1973
"274","ON S CREGIER AVE FROM E 91 ST (9100 S) TO E 92 ST (9200 S) 1.00 ","15,188.00",NA,"8","Street Bump Outs Menu",2012,15188
"275","ON S BENNETT AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 1.00 ","70,500.00",NA,"8","Street Resurfacing Menu",2012,70500
"276","ON E 88TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY 1.00 ","15,659.00",NA,"8","Street Resurfacing Menu",2012,15659
"277","ON S CORNELL AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 1.00 ","3,700.00",NA,"8","Street Speed Hump Menu",2012,3700
"278","ON S DORCHESTER AVE FROM E 84 ST (8400 S) TO E 85 ST 1.00 ","3,700.00",NA,"8","Street Speed Hump Menu",2012,3700
"279","ON 85 FROM Dead End (1269 E) TO S AVALON AV (1272 E) ","6,761.00",NA,"8","Street Light Residential",2012,6761
"280","ON CLYDE FROM E 79 ST (7900 S) TO E 81 ST (8100 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"281","ON CRANDON FROM E 83 ST (8300 S) TO E 85 ST (8500 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"282","ON UNIVERSITY FROM E 95 ST (9500 S) TO E 97 ST (9700 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"283","ON DANTE FROM E 79 ST (7900 S) TO E 81 ST (8100 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"284","ON INGLESIDE FROM E 97 ST (9700 S) TO E 99 ST (9900 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"285","ON AVALON FROM E 85 ST (8500 S) TO E 87 ST (8700 S) ","128,000.00",NA,"8","Street Light Residential",2012,128000
"286","8836 S EUCLID AVE ","350.00",NA,"8","Street Light Upgrade",2012,350
"287","837 E 88TH PL ","350.00",NA,"8","Street Light Upgrade",2012,350
"288","1837 E 90TH ST ","350.00",NA,"8","Street Light Upgrade",2012,350
"289","S PARNELL AVE & S NORMAL & E 99TH ST & E 100TH ST 0.00 ","700.00",NA,"9","Alley Speed Hump Menu",2012,700
"290","ON S LAFAYETTE AVE FROM 10234 S TO W 102 ST (10200 S) 1.00 ","630.00",NA,"9","Bollard Menu",2012,630
"291","ON S PRAIRIE AVE FROM 10714 S TO E 107 ST (10700 S) 1.00 ","630.00",NA,"9","Bollard Menu",2012,630
"292","ON S LAFAYETTE AVE FROM W 100 ST (10000 S) TO W 101 ST 0.00 ","79,707.00",NA,"9","Curb & Gutter Menu",2012,79707
"293","ON E 122ND PL FROM S STATE ST (0 E) TO S MICHIGAN AV 0.00 ","93,931.00",NA,"9","Curb & Gutter Menu",2012,93931
"294","ON S INDIANA AVE FROM E 116 ST (11638 S) TO E 117 ST 0.00 ","137,919.00",NA,"9","Curb & Gutter Menu",2012,137919
"295","ON E 93RD ST FROM DR. MARTIN LUTHER KING JR. DR (400 0.00 ","99,235.00",NA,"9","Curb & Gutter Menu",2012,99235
"296","ON E 99TH PL FROM S STATE ST (0 E) TO Dead End (50 E) 0.00 ","48,865.00",NA,"9","Curb & Gutter Menu",2012,48865
"297","ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E) 1.00 ","1,471.00",NA,"9","Guardrail Menu",2012,1471
"298","ON S PRAIRIE AVE FROM E 101 ST (10100 S) TO E 102 ST 0.00 ","23,421.00",NA,"9","Sidewalk Menu",2012,23421
"299","ON E 119TH PL FROM S STATE ST (0 E) TO S MICHIGAN AV 0.00 ","55,284.00",NA,"9","Sidewalk Menu",2012,55284
"300","ON S EBERHART AVE FROM E 104 ST (10400 S) TO E 105 ST 0.00 ","109,555.00",NA,"9","Sidewalk Menu",2012,109555
"301","ON E 101ST PL FROM S ST LAWRENCE AV (600 E) TO S 0.00 ","3,377.00",NA,"9","Sidewalk Menu",2012,3377
"302","ON S PARNELL AVE FROM W 102 ST (10200 S) TO W 103 ST 0.00 ","89,121.00",NA,"9","Sidewalk Menu",2012,89121
"303","ON S WENTWORTH AVE FROM W 122 ST (12200 S) TO W 123 0.00 ","3,427.00",NA,"9","Sidewalk Menu",2012,3427
"304","ON W BRAYTON ST FROM W 126 PL (120 W) TO S 1.00 ","16,046.00",NA,"9","Street Resurfacing Menu",2012,16046
"305","ON S UNION AVE FROM W 127 ST (12700 S) TO W 129 PL 2.00 ","164,345.00",NA,"9","Street Resurfacing Menu",2012,164345
"306","ON E 133RD ST FROM S RIVERDALE AV (560 E) TO S ST 2.00 ","39,039.00",NA,"9","Street Resurfacing Menu",2012,39039
"307","ON S FORRESTVILLE AVE FROM E 132 ST (13200 S) TO E 132 1.00 ","11,298.00",NA,"9","Street Resurfacing Menu",2012,11298
"308","ON E 122ND ST FROM S MICHIGAN AV (100 E) TO S 1.00 ","35,254.00",NA,"9","Street Resurfacing Menu",2012,35254
"309","ON S LOWE AVE FROM W 128 PL (12832 S) TO W 129 PL (12930 1.00 ","48,991.00",NA,"9","Street Resurfacing Menu",2012,48991
"310","ON S NORMAL AVE FROM W 128 PL (12832 S) TO W 129 PL 1.00 ","49,963.00",NA,"9","Street Resurfacing Menu",2012,49963
"311","ON S CORLISS AVE FROM E 111 ST (11100 S) TO E 114 ST 3.00 ","195,615.00",NA,"9","Street Resurfacing Menu",2012,195615
"312","ON 105 FROM S RHODES AV (532 E) TO S DAUPHIN AV (604 ","1,050.00",NA,"9","Street Light Upgrade",2012,1050
"313","ON PERRY FROM W 121 ST (12100 S) TO W 122 ST (12200 S) ","1,400.00",NA,"9","Street Light Upgrade",2012,1400
"314","ON 104 FROM S RHODES AV (532 E) TO S DAUPHIN AV (623 ","1,050.00",NA,"9","Street Light Upgrade",2012,1050
"315","POD Camera - 10700 S. Michigan (TPC = ","22,500 - 2013 menu ","1,559.00","9","High Definition Camera",2012,1559
"316","","20,941)",NA,"9","High Definition Camera",2012,NA
"317","Poe School - Playground ","7,115.00",NA,"9","School Projects",2012,7115
"318","E 105TH ST & E 106TH ST & S EWING AVE & S AVENUE J 0.00 ","25,711.00",NA,"10","Alley Resurfacing Menu",2012,25711
"319","E 128TH ST & E 129TH ST & S EXCHANGE AVE & S 1.00 ","700.00",NA,"10","Alley Speed Hump Menu",2012,700
"320","E 111TH ST & S MACKINAW AVE&E 112TH ST & S GREEN 1.00 ","700.00",NA,"10","Alley Speed Hump Menu",2012,700
"321","ON S COMMERCIAL AVE FROM E 96 ST (9600 S) TO E 97 ST 0.00 ","2,537.00",NA,"10","Curb & Gutter Menu",2012,2537
"322","ON S EWING AVE FROM E 115 ST (11500 S) TO E 116 ST (11600 0.00 ","7,100.00",NA,"10","Curb & Gutter Menu",2012,7100
"323","ON S CRANDON AVE FROM E 103 ST (10300 S) TO E 104 ST 0.00 ","3,443.00",NA,"10","Curb & Gutter Menu",2012,3443
"324","ON S AVENUE M FROM E 106 ST (10600 S) TO E 106 ST (10600 1.00 ","61,942.00",NA,"10","Diagonal Parking Menu",2012,61942
"325","ON S EWING AVE FROM 9483 S TO E 94 ST (9354 S) 1.00 ","16,146.00",NA,"10","Guardrail Menu",2012,16146
"326","ON S BURLEY AVE FROM E 135 ST (13500 S) TO E 136 ST 0.00 ","15,831.00",NA,"10","Sidewalk Menu",2012,15831
"327","ON S GREEN BAY AVE FROM E 112 ST (11200 S) TO E 113 ST 0.00 ","6,615.00",NA,"10","Sidewalk Menu",2012,6615
"328","ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End 0.00 ","11,715.00",NA,"10","Sidewalk Menu",2012,11715
"329","ON S ESCANABA AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 0.00 ","60,630.00",NA,"10","Sidewalk Menu",2012,60630
"330","ON S EXCHANGE AVE FROM E 100 ST (10004 S) TO E 101 ST 0.00 ","1,950.00",NA,"10","Sidewalk Menu",2012,1950
"331","ON S EWING AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 0.00 ","11,071.00",NA,"10","Sidewalk Menu",2012,11071
"332","ON S AVENUE M FROM E 108 ST (10800 S) TO E 109 ST (10900 0.00 ","2,132.00",NA,"10","Sidewalk Menu",2012,2132
"333","ON E 135TH ST FROM S AVENUE M (3531 E) TO S AVENUE L 0.00 ","23,913.00",NA,"10","Sidewalk Menu",2012,23913
"334","ON S AVENUE N FROM E 133 ST (13300 S) TO E 134 ST (13400 0.00 ","13,969.00",NA,"10","Sidewalk Menu",2012,13969
"335","ON S ESCANABA AVE FROM E 132 ST (13200 S) TO S 0.00 ","2,637.00",NA,"10","Sidewalk Menu",2012,2637
"336","ON S MUSKEGON AVE FROM E 98 ST (9800 S) TO E 99 ST 0.00 ","4,139.00",NA,"10","Sidewalk Menu",2012,4139
"337","ON S AVENUE H FROM E 106 ST (10600 S) TO E 107 ST (10700 0.00 ","2,874.00",NA,"10","Sidewalk Menu",2012,2874
"338","ON S AVENUE L FROM E 133 ST (13300 S) TO E 134 ST (13400 0.00 ","10,218.00",NA,"10","Sidewalk Menu",2012,10218
"339","ON S AVENUE M FROM E 133 ST (13300 S) TO E 134 ST (13400 0.00 ","45,187.00",NA,"10","Sidewalk Menu",2012,45187
"340","ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S 0.00 ","14,450.00",NA,"10","Sidewalk Menu",2012,14450
"341","ON E 105TH ST FROM S AVENUE J (3700 E) TO S AVENUE H 0.00 ","21,899.00",NA,"10","Sidewalk Menu",2012,21899
"342","ON E 118TH ST FROM S AVENUE O (3432 E) TO S EWING AV 0.00 ","5,815.00",NA,"10","Sidewalk Menu",2012,5815
"343","ON S MUSKEGON AVE FROM E 103 ST (10300 S) TO S 0.00 ","540.00",NA,"10","Sidewalk Menu",2012,540
"344","ON S GREEN BAY AVE FROM E 84 ST (8400 S) TO E 85 ST 0.00 ","3,509.00",NA,"10","Sidewalk Menu",2012,3509
"345","ON S BALTIMORE AVE FROM E 89 ST (8900 S) TO E 90 ST 0.00 ","79,372.00",NA,"10","Sidewalk Menu",2012,79372
"346","ON S EWING AVE FROM E 115TH ST (11500 S) TO E 116TH ST 0.00 ","407.00",NA,"10","Sidewalk Menu",2012,407
"347","ON S BRANDON AVE FROM E 134 ST (13400 S) TO E 135 ST 0.00 ","5,913.00",NA,"10","Sidewalk Menu",2012,5913
"348","ON E 112TH ST FROM S AVENUE L (3600 E) TO S EWING AV 0.00 ","62,840.00",NA,"10","Sidewalk Menu",2012,62840
"349","ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133 0.00 ","2,722.00",NA,"10","Sidewalk Menu",2012,2722
"350","ON S MARQUETTE AVE FROM E 95 ST (9500 S) TO E 96 ST 0.00 ","3,785.00",NA,"10","Sidewalk Menu",2012,3785
"351","13300 S Avenue N 0.00 ","3,583.00",NA,"10","Sidewalk Menu",2012,3583
"352","ON S BRANDON AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 0.00 ","36,078.00",NA,"10","Sidewalk Menu",2012,36078
"353","ON S AVENUE B FROM E 109 ST (10900 S) TO E 110 ST (11000 0.00 ","1,548.00",NA,"10","Sidewalk Menu",2012,1548
"354","ON E 103RD ST FROM S GREEN BAY AV (3400 E) TO S 1.50 ","36,853.00",NA,"10","Street Resurfacing Menu",2012,36853
"355","ON E 104TH ST FROM S AVENUE M (3531 E) TO S EWING AV 1.00 ","97,680.00",NA,"10","Street Resurfacing Menu",2012,97680
"356","ON S ESCANABA AVE FROM E 127 ST (12700 S) TO E 128 ST 1.00 ","38,056.00",NA,"10","Street Resurfacing Menu",2012,38056
"357","ON E 114TH ST FROM S AVENUE M (3531 E) TO S AVENUE J 1.50 ","98,042.00",NA,"10","Street Resurfacing Menu",2012,98042
"358","ON S MUSKEGON AVE FROM E 127 ST (12700 S) TO E 128 ST 1.00 ","44,765.00",NA,"10","Street Resurfacing Menu",2012,44765
"359","ON S AVENUE M FROM E 113 ST (11300 S) TO E 114 ST (11400 1.00 ","66,361.00",NA,"10","Street Resurfacing Menu",2012,66361
"360","ON E 129TH ST FROM S MANISTEE AV (2800 E) TO S 1.00 ","48,774.00",NA,"10","Street Resurfacing Menu",2012,48774
"361","ON E 96TH ST FROM S AVENUE M (3531 E) TO S AVENUE L 1.00 ","28,060.00",NA,"10","Street Resurfacing Menu",2012,28060
"362","ON S EXCHANGE AVE FROM E 132 ST (13200 S) TO E 133 ST 1.00 ","68,858.00",NA,"10","Street Resurfacing Menu",2012,68858
"363","ON S EXCHANGE AVE FROM E 130 ST (13000 S) TO E 131 ST 1.00 ","47,581.00",NA,"10","Street Resurfacing Menu",2012,47581
"364","ON S BALTIMORE AVE FROM E 130 ST (13000 S) TO E 129 ST 1.00 ","21,217.00",NA,"10","Street Resurfacing Menu",2012,21217
"365","ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133 1.00 ","52,946.00",NA,"10","Street Resurfacing Menu",2012,52946
"366","ON S MANISTEE AVE FROM E 127 ST (12700 S) TO E 128 ST 1.00 ","39,179.00",NA,"10","Street Resurfacing Menu",2012,39179
"367","ON S BRANDON AVE FROM E 130 ST (13000 S) TO E 131 ST 1.00 ","54,247.00",NA,"10","Street Resurfacing Menu",2012,54247
"368","ON E 99TH ST FROM S PAXTON AV (2230 E) TO S OGLESBY 2.00 ","3,700.00",NA,"10","Street Speed Hump Menu",2012,3700
"369","ON S EMERALD AVE FROM 3659 S TO W 36 ST (3600 S) 1.00 ","9,931.00",NA,"11","Alley Apron Menu",2012,9931
"370","ON S CANAL ST FROM 3228 S TO W 32 ST (3200 S) 1.00 ","8,993.00",NA,"11","Alley Apron Menu",2012,8993
"371","ON S LOWE AVE FROM 3439 S TO W 35 ST (3500 S) 1.00 ","2,285.00",NA,"11","Alley Apron Menu",2012,2285
"372","ON W 46TH PL FROM 600 W TO S WALLACE ST (600 W) 1.00 ","12,948.00",NA,"11","Alley Apron Menu",2012,12948
"373","W 25TH PL & W 26TH ST & S STEWART AVE & S PRINCETON 0.00 ","26,803.00",NA,"11","Alley Resurfacing Menu",2012,26803
"374","W 29TH ST & W 28TH PL & S STEWART AVE & S SHIELDS 0.00 ","8,777.00",NA,"11","Alley Resurfacing Menu",2012,8777
"375","W 31ST PL & W 31ST ST & S MORGAN ST & S LITUANICA 0.00 ","52,384.00",NA,"11","Alley Resurfacing Menu",2012,52384
"376","ON W 48TH PL FROM 602 W TO S WALLACE ST (600 W) 1.00 ","1,640.00",NA,"11","Bollard Menu",2012,1640
"377","ON W EXCHANGE AVE FROM S MORGAN ST (1000 W) TO S 0.00 ","7,453.00",NA,"11","Curb & Gutter Menu",2012,7453
"378","ON S PRINCETON AVE FROM W 31 ST (3100 S) TO W 32 ST 0.00 ","1,942.00",NA,"11","Curb & Gutter Menu",2012,1942
"379","ON S WALLACE ST FROM W 47 ST (4700 S) TO W 46 PL (4632 0.00 ","741.00",NA,"11","Curb & Gutter Menu",2012,741
"380","ON W 44TH ST FROM S WALLACE ST (614 W) TO S UNION AV 0.00 ","455.00",NA,"11","Sidewalk Menu",2012,455
"381","ON S LITUANICA AVE FROM W 31 PL (3130 S) TO W 31 PL 0.00 ","5,401.00",NA,"11","Sidewalk Menu",2012,5401
"382","ON S UNION AVE FROM W 44 ST (4400 S) TO W 44 ST (4400 S) 0.00 ","1,449.00",NA,"11","Sidewalk Menu",2012,1449
"383","4234 S Emerald 0.00 ","784.00",NA,"11","Sidewalk Menu",2012,784
"384","ON W 37TH ST FROM S LEAVITT ST (2200 W) TO S LEAVITT 0.00 ","2,447.00",NA,"11","Sidewalk Menu",2012,2447
"385","ON S UNION AVE FROM W 38 ST (3800 S) TO W 38 ST (3800 S) 0.00 ","9,062.00",NA,"11","Sidewalk Menu",2012,9062
"386","ON W 43RD PL FROM S PARNELL AV (524 W) TO S WALLACE 0.00 ","19,332.00",NA,"11","Sidewalk Menu",2012,19332
"387","3203, 3202, 3214 S Lituanica 0.00 ","3,367.00",NA,"11","Sidewalk Menu",2012,3367
"388","ON W 26TH ST FROM S WALLACE ST (600 W) TO S NORMAL 0.00 ","6,418.00",NA,"11","Sidewalk Menu",2012,6418
"389","ON S EMERALD AVE FROM W 42 ST (4216 S) TO W 43 ST (4300 0.00 ","11,039.00",NA,"11","Sidewalk Menu",2012,11039
"390","ON S LITUANICA AVE FROM W 32 ST (3158 S) TO W 33 ST 0.00 ","3,984.00",NA,"11","Sidewalk Menu",2012,3984
"391","ON S UNION AVE FROM W 45 ST (4500 S) TO W 46 ST (4600 S) 0.00 ","1,368.00",NA,"11","Sidewalk Menu",2012,1368
"392","ON W 30TH ST FROM S PRINCETON AV (300 W) TO S WELLS 0.00 ","8,274.00",NA,"11","Sidewalk Menu",2012,8274
"393","ON W 43RD ST FROM S UNION AV (700 W) TO S UNION AV 0.00 ","36,657.00",NA,"11","Sidewalk Menu",2012,36657
"394","ON S WALLACE ST FROM W 44 PL (4432 S) TO W 44 ST (4400 0.00 ","2,414.00",NA,"11","Sidewalk Menu",2012,2414
"395","ON S WALLACE ST FROM W 46 ST (4600 S) TO W 46 ST (4600 0.00 ","17,547.00",NA,"11","Sidewalk Menu",2012,17547
"396","3100 S Lituanica 0.00 ","2,248.00",NA,"11","Sidewalk Menu",2012,2248
"397","ON W 43RD ST FROM S WALLACE ST (600 W) TO S WALLACE 0.00 ","5,119.00",NA,"11","Sidewalk Menu",2012,5119
"398","ON S CANAL ST FROM W 27 ST (2700 S) TO W 28 ST (2800 S) 0.00 ","38,043.00",NA,"11","Sidewalk Menu",2012,38043
