"","description","costA","costB","ward","program","year","cost"
"1778","ON N FRANCISCO AVE FROM W ARGYLE ST (5000 N) TO W 0.00 ","2,933.00",NA,"40","Sidewalk Menu",2014,2933
"1779","ON N LINCOLN AVE FROM W PETERSON AVE (6000 N) TO N 0.00 ","1,560.00",NA,"40","Sidewalk Menu",2014,1560
"1780","ON N RAVENSWOOD AVE FROM W PETERSON AVE (6000 N) 0.00 ","453.00",NA,"40","Sidewalk Menu",2014,453
"1781","ON W NORWOOD ST FROM N RAVENSWOOD AVE (1800 W) 0.00 ","1,079.00",NA,"40","Sidewalk Menu",2014,1079
"1782","ON W FOSTER AVE FROM N FRANCISCO AVE (2900 W) TO N 0.00 ","3,187.00",NA,"40","Sidewalk Menu",2014,3187
"1783","ON N MOZART DR FROM W BRYN MAWR AVE (5600 N) TO 0.00 ","8,643.00",NA,"40","Sidewalk Menu",2014,8643
"1784","ON W BERWYN AVE FROM N LEAVITT ST (2200 W) TO N 0.00 ","1,907.00",NA,"40","Sidewalk Menu",2014,1907
"1785","ON N WESTERN AVE FROM W FARRAGUT AVE (5230 N) TO 0.00 ","454.00",NA,"40","Sidewalk Menu",2014,454
"1786","ON N LINCOLN AVE FROM W AINSLIE ST (4870 N) TO W 0.00 ","12,855.00",NA,"40","Sidewalk Menu",2014,12855
"1787","ON N ARTESIAN AVE FROM W CATALPA AVE (5500 N) TO W 0.00 ","579.00",NA,"40","Sidewalk Menu",2014,579
"1788","ON N WOLCOTT AVE FROM W BALMORAL AVE (5400 N) TO 1.00 ","4,853.00",NA,"40","Street Resurfacing Menu",2014,4853
"1789","ON N RAVENSWOOD AVE FROM W PETERSON AVE (6000 N) 2.00 ","40,757.00",NA,"40","Street Resurfacing Menu",2014,40757
"1790","ON N MOZART ST FROM W BRYN MAWR AVE (5600 N) TO N 2.00 ","49,846.00",NA,"40","Street Resurfacing Menu",2014,49846
"1791","ON W AINSLIE ST FROM N FRANCISCO AVE (2900 W) TO N 1.00 ","74,306.00",NA,"40","Street Resurfacing Menu",2014,74306
"1792","ON N CALIFORNIA AVE FROM N LINCOLN AVE (5730 N) TO 1.00 ","64,309.00",NA,"40","Street Resurfacing Menu",2014,64309
"1793","ON N RAVENSWOOD AVE FROM W DEVON AVE (6400 N) TO 1.00 ","48,585.00",NA,"40","Street Resurfacing Menu",2014,48585
"1794","ON W BALMORAL AVE FROM N LINCOLN AVE (2520 W) TO 1.00 ","20,252.00",NA,"40","Street Resurfacing Menu",2014,20252
"1795","ON N WASHTENAW AVE FROM W PETERSON AVE (6000 N) 2.00 ","72,081.00",NA,"40","Street Resurfacing Menu",2014,72081
"1796","ON W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N 1.00 ","26,595.00",NA,"40","Street Resurfacing Menu",2014,26595
"1797","ON W THOME AVE FROM N HERMITAGE AVE (1740 W) TO N 2.00 ","38,918.00",NA,"40","Street Resurfacing Menu",2014,38918
"1798","ON N FRANCISCO AVE FROM W FARRAGUT AVE (5230 N) 0.50 ","3,125.00",NA,"40","Street Resurfacing Menu",2014,3125
"1799","ON N HAMILTON AVE FROM W NORWOOD ST (6100 N) TO W 1.00 ","44,512.00",NA,"40","Street Resurfacing Menu",2014,44512
"1800","ON N WASHTENAW AVE FROM N LINCOLN AVE (5650 N) TO 2.00 ","72,164.00",NA,"40","Street Resurfacing Menu",2014,72164
"1801","ON N CALIFORNIA AVE FROM W ARDMORE AVE (5800 N) 2.00 ","80,436.00",NA,"40","Street Resurfacing Menu",2014,80436
"1802","ON N ARTESIAN AVE FROM W BALMORAL AVE (5400 N) TO 1.00 ","37,155.00",NA,"40","Street Resurfacing Menu",2014,37155
"1803","ON W HOLLYWOOD AVE FROM N MOZART ST (2830 W) TO 3.00 ","44,512.00",NA,"40","Street Resurfacing Menu",2014,44512
"1804","ON N RAVENSWOOD AVE FROM W THORNDALE AVE (5900 1.00 ","43,832.00",NA,"40","Street Resurfacing Menu",2014,43832
"1805","ON W BALMORAL AVE FROM N CLARK ST (1500 W) TO N 1.00 ","21,751.00",NA,"40","Street Resurfacing Menu",2014,21751
"1806","ON N MAPLEWOOD AVE FROM W HOLLYWOOD AVE (5700 1.00 ","14,753.00",NA,"40","Street Resurfacing Menu",2014,14753
"1807","ON W BALMORAL AVE FROM N WESTERN AVE (2400 W) TO 1.00 ","57,556.00",NA,"40","Street Resurfacing Menu",2014,57556
"1808","ON N RAVENSWOOD AVE FROM W BRYN MAWR AVE (5600 3.00 ","129,984.00",NA,"40","Street Resurfacing Menu",2014,129984
"1809","ON W CARMEN AVE FROM N WESTERN AVE (2400 W) TO N 1.00 ","46,981.00",NA,"40","Street Resurfacing Menu",2014,46981
"1810","4920 N FAIRFIELD AVE 1.00 ","200.00",NA,"40","Street Light Pole Painting",2014,200
"1811","4908 N FAIRFIELD AVE 1.00 ","200.00",NA,"40","Street Light Pole Painting",2014,200
"1812","4936 N FAIRFIELD AVE 1.00 ","200.00",NA,"40","Street Light Pole Painting",2014,200
"1813","ON W AINSLIE ST FROM N TALMAN AVE (2630 W) TO N 1.00 ","72,000.00",NA,"40","Street Light Residential",2014,72000
"1814","ON N ARTESIAN AVE FROM W PETERSON AVE (6000 N) TO 1.00 ","70,000.00",NA,"40","Street Light Residential",2014,70000
"1815","ON N HOYNE AVE FROM W GRANVILLE AVE (6200 N) TO W 7.00 ","2,450.00",NA,"40","Street Light Upgrade",2014,2450
"1816","5225 N HOYNE AVE Trees - various locations (DSS installations) ","14,823.00",NA,"40","Miscellaneous Other",2014,14823
"1817","ON N OSCEOLA AVE FROM W LUNT AVE (7000 N) TO W 0.00 ","1,093.00",NA,"41","Curb & Gutter Menu",2014,1093
"1818","ON N OZARK AVE FROM W LUNT AVE (7000 N) TO W 2.00 ","74,847.00",NA,"41","Street Resurfacing Menu",2014,74847
"1819","ON N NEWCASTLE AVE FROM W ARGYLE ST (5000 N) TO W 1.00 ","67,832.00",NA,"41","Street Resurfacing Menu",2014,67832
"1820","ON W CLARENCE AVE FROM N ORIOLE AVE (7600 W) TO N 1.00 ","60,606.00",NA,"41","Street Resurfacing Menu",2014,60606
"1821","ON N HIAWATHA AVE FROM N LEHIGH AVE (6700 N) TO N 1.00 ","126,797.00",NA,"41","Street Resurfacing Menu",2014,126797
"1822","ON N CHICORA AVE FROM N SAUGANASH AVE (6900 N) TO 1.00 ","51,054.00",NA,"41","Street Resurfacing Menu",2014,51054
"1823","ON N PONCHARTRAIN BLVD FROM N LEHIGH AVE (6637 N) 1.00 ","48,760.00",NA,"41","Street Resurfacing Menu",2014,48760
"1824","ON N NEWCASTLE AVE FROM W STRONG ST (4900 N) TO W 3.00 ","97,503.00",NA,"41","Street Resurfacing Menu",2014,97503
"1825","ON N OAK PARK AVE FROM W IMLAY ST (6500 N) TO W 1.00 ","55,124.00",NA,"41","Street Resurfacing Menu",2014,55124
"1826","ON N MINNEHAHA AVE FROM N HIAWATHA AVE (6500 N) 1.00 ","42,378.00",NA,"41","Street Resurfacing Menu",2014,42378
"1827","ON W MYRTLE AVE FROM N NEVA AVE (7130 W) TO N 1.00 ","18,559.00",NA,"41","Street Resurfacing Menu",2014,18559
"1828","ON W PALATINE AVE FROM N NAGLE AVE (6400 W) TO N 2.00 ","35,603.00",NA,"41","Street Resurfacing Menu",2014,35603
"1829","ON N NINA AVE FROM N NICKERSON AVE (5899 N) TO N 1.00 ","83,535.00",NA,"41","Street Resurfacing Menu",2014,83535
"1830","ON N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO 1.00 ","73,783.00",NA,"41","Street Resurfacing Menu",2014,73783
"1831","NEWCASTLE AVE (6800 W) ","36,108.00",NA,"41","Street Resurfacing Menu",2014,36108
"1832","ON N NEWCASTLE AVE FROM W FOSTER AVE (5200 N) TO 1.00 ","125,728.00",NA,"41","Street Resurfacing Menu",2014,125728
"1833","ON W PETERSON AVE FROM N HARLEM AVE (7200 W) TO N 1.00 ","41,405.00",NA,"41","Street Resurfacing Menu",2014,41405
"1834","ON W THORNDALE AVE FROM N HARLEM AVE (7200 W) TO 1.00 ","10,482.00",NA,"41","Street Resurfacing Menu",2014,10482
"1835","ON N NEWARK AVE FROM W BRYN MAWR AVE (5600 N) TO 1.00 ","36,101.00",NA,"41","Street Resurfacing Menu",2014,36101
"1836","ON N HIAWATHA AVE FROM N LIGHTFOOT AVE (6800 N) ","24,227.00",NA,"41","Street Resurfacing Menu",2014,24227
"1837","ON N NIAGARA AVE FROM N NORTHWEST HWY (6200 N) 1.00 ","64,970.00",NA,"41","Street Resurfacing Menu",2014,64970
"1838","ON N OSHKOSH AVE FROM N AVONDALE AVE (6660 N) TO 1.00 ","80,952.00",NA,"41","Street Resurfacing Menu",2014,80952
"1839","ON N NEVA AVE FROM W HOOD AVE (6100 N) TO W 2.00 ","37,552.00",NA,"41","Street Resurfacing Menu",2014,37552
"1840","W DEVON AVE & N NORTHWEST HWY Install Left Turn Arrow ","21,000.00",NA,"41","Left-Turn Arrow Menu",2014,21000
"1841","N HIAWATHA AVE & N LEHIGH AVE Ph. II-underpass mural at Lehigh and Hiawatha - ","4,000.00",NA,"41","Miscellaneous Other",2014,4000
"1842","ON E MONROE ST FROM 125 E TO S CLARK ST (100 W) 1.00 ","1,000.00",NA,"42","Bollard Menu",2014,1000
"1843","ON W RANDOLPH ST FROM N MICHIGAN AVE (100 E) TO N 1.00 ","18,000.00",NA,"42","Buffered Bike Lane Menu",2014,18000
"1844","ON N JEFFERSON ST FROM W WASHINGTON BLVD (100 N) 0.00 ","27,275.00",NA,"42","Curb & Gutter Menu",2014,27275
"1845","ON N STATE ST FROM E BELLEVUE PL (1036 N) TO E CEDAR 0.00 ","6,224.00",NA,"42","Curb & Gutter Menu",2014,6224
"1846","E RANDOLPH ST & N HARBOR DR 1.00 ","350.00",NA,"42","In-Road ""State Law Stop",2014,350
"1847","E RANDOLPH ST & N FIELD BLVD 1.00 ","950.00",NA,"42","In-Road ""State Law Stop",2014,950
"1848","N STETSON AVE & E WACKER DR 1.00 ","800.00",NA,"42","Pavement Markings",2014,800
"1849","ON E ERIE ST FROM N SEDGWICK ST (400 W) TO N HUDSON 0.00 ","7,790.00",NA,"42","Sidewalk Menu",2014,7790
"1850","ON N LAKE SHORE DR FROM E OAK ST (1000 N) TO E 0.00 ","5,105.00",NA,"42","Sidewalk Menu",2014,5105
"1851","ON N STATE ST FROM W ERIE ST (660 N) TO W HURON ST 0.00 ","17,327.00",NA,"42","Sidewalk Menu",2014,17327
"1852","ON N ORLEANS ST FROM W OHIO ST (600 N) TO W ONTARIO 0.00 ","7,462.00",NA,"42","Sidewalk Menu",2014,7462
"1853","ON E WALTON ST FROM N MICHIGAN AVE (140 E) TO N 0.00 ","13,165.00",NA,"42","Sidewalk Menu",2014,13165
"1854","ON N WABASH AVE FROM E CHICAGO AVE (800 N) TO E 0.00 ","21,590.00",NA,"42","Sidewalk Menu",2014,21590
"1855","ON W SUPERIOR ST FROM N WELLS ST (200 W) TO N 0.00 ","13,871.00",NA,"42","Sidewalk Menu",2014,13871
"1856","ON E WACKER DR FROM N MICHIGAN AVE (100 E) TO N 1.00 ","73,518.00",NA,"42","Street Resurfacing Menu",2014,73518
"1857","ON W WACKER DR FROM N COLUMBUS DR (300 E) TO N 1.00 ","147,761.00",NA,"42","Street Resurfacing Menu",2014,147761
"1858","ON E HURON ST FROM N STATE ST (0 E) TO N RUSH ST (100 2.00 ","48,476.00",NA,"42","Street Resurfacing Menu",2014,48476
"1859","ON N STETSON AVE FROM E RANDOLPH ST (140 N) TO E 1.00 ","142,810.00",NA,"42","Street Resurfacing Menu",2014,142810
"1860","ON E WACKER DR FROM N STETSON AVE (154 E) TO N 1.00 ","76,228.00",NA,"42","Street Resurfacing Menu",2014,76228
"1861","ON E RANDOLPH ST FROM N STETSON AVE (200 E) TO N 2.00 ","123,812.00",NA,"42","Street Resurfacing Menu",2014,123812
"1862","ON W HURON ST FROM N ST CLAIR ST (200 E) TO N 1.00 ","40,028.00",NA,"42","Street Resurfacing Menu",2014,40028
"1863","ON N STATE ST FROM W OHIO ST (600 N) TO W ERIE ST (660 2.00 ","74,786.00",NA,"42","Street Resurfacing Menu",2014,74786
"1864","ON N FRANKLIN ST FROM W HURON ST (700 N) TO W OHIO 3.00 ","94,065.00",NA,"42","Street Resurfacing Menu",2014,94065
"1865","ON N RUSH ST FROM E CHESTNUT ST (860 N) TO E 1.00 ","69,009.00",NA,"42","Street Resurfacing Menu",2014,69009
"1866","ON N MCCLURG CT FROM E OHIO ST (600 N) TO E ONTARIO 1.00 ","14,322.00",NA,"42","Street Resurfacing Menu",2014,14322
"1867","ON N PARK DR FROM E BENTON PL (170 N) TO E SOUTH 1.00 ","5,550.00",NA,"42","Street Speed Hump Menu",2014,5550
"1868","ON N WESTSHORE DR FROM E BENTON PL (170 N) TO E 1.00 ","1,850.00",NA,"42","Street Speed Hump Menu",2014,1850
"1869","E RANDOLPH ST & N COLUMBUS DR Right & Left turn Arrows ","26,950.00",NA,"42","Left-Turn Arrow Menu",2014,26950
"1870","N ORLEANS ST & W CHICAGO AVE Install Left Turn Arrow 1.00 ","38,600.00",NA,"42","Left-Turn Arrow Menu",2014,38600
"1871","N MICHIGAN AVE & E ERIE ST Install Pedestrian Countdown Signals ","15,098.00",NA,"42","Pedestrian Countdown",2014,15098
"1872","N MICHIGAN AVE & E SUPERIOR ST Install Pedestrian Countdown Signals ","15,098.00",NA,"42","Pedestrian Countdown",2014,15098
"1873","ON W KINZIE ST FROM N ORLEANS ST (340 W) TO N 16.00 ","4,800.00",NA,"42","Street Light Pole Painting",2014,4800
"1874","ON N DESPLAINES ST FROM W RANDOLPH ST (150 N) TO W 16.00 ","4,800.00",NA,"42","Street Light Pole Painting",2014,4800
"1875","ON N KINGSBURY ST FROM W KINZIE ST (400 N) TO W ERIE 16.00 ","4,800.00",NA,"42","Street Light Pole Painting",2014,4800
"1876","ON W ILLINOIS ST FROM N ORLEANS ST (340 W) TO N 6.00 ","1,800.00",NA,"42","Street Light Pole Painting",2014,1800
"1877","ON E OHIO ST FROM N MICHIGAN AVE (140 E) TO N LAKE 45.00 ","13,500.00",NA,"42","Street Light Pole Painting",2014,13500
"1878","ON W GRAND AVE FROM N CLARK ST (100 W) TO N 30.00 ","9,000.00",NA,"42","Street Light Pole Painting",2014,9000
"1879","ON E GRAND AVE FROM N ST CLAIR ST (200 E) TO N 7.00 ","2,100.00",NA,"42","Street Light Pole Painting",2014,2100
"1880","ON W ERIE ST FROM N LA SALLE DR (140 W) TO N STATE ST 3.00 ","900.00",NA,"42","Street Light Pole Painting",2014,900
"1881","ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON 26.00 ","7,800.00",NA,"42","Street Light Pole Painting",2014,7800
"1882","ON W HUBBARD ST FROM N ORLEANS ST (340 W) TO N 6.00 ","1,800.00",NA,"42","Street Light Pole Painting",2014,1800
"1883","ON N DEARBORN ST FROM W ONTARIO ST (630 N) TO W 8.00 ","2,400.00",NA,"42","Street Light Pole Painting",2014,2400
"1884","ON W ONTARIO ST FROM N LA SALLE DR (140 W) TO N 6.00 ","1,800.00",NA,"42","Street Light Pole Painting",2014,1800
"1885","ON W ONTARIO ST FROM N LA SALLE DR (140 W) TO N 2.00 ","800.00",NA,"42","Street Light Upgrade",2014,800
"1886","ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON 14.00 ","5,600.00",NA,"42","Street Light Upgrade",2014,5600
"1887","ON N DESPLAINES ST FROM W RANDOLPH ST (150 N) TO W 18.00 ","7,200.00",NA,"42","Street Light Upgrade",2014,7200
"1888","ON W KINZIE ST FROM N ORLEANS ST (340 W) TO N 11.00 ","4,400.00",NA,"42","Street Light Upgrade",2014,4400
"1889","ON W GRAND AVE FROM N CLARK ST (100 W) TO N 20.00 ","8,000.00",NA,"42","Street Light Upgrade",2014,8000
"1890","ON E OHIO ST FROM N MICHIGAN AVE (140 E) TO N LAKE 41.00 ","16,580.00",NA,"42","Street Light Upgrade",2014,16580
"1891","ON W ILLINOIS ST FROM N ORLEANS ST (340 W) TO N 3.00 ","1,200.00",NA,"42","Street Light Upgrade",2014,1200
"1892","ON E GRAND AVE FROM N ST CLAIR ST (200 E) TO N 5.00 ","2,000.00",NA,"42","Street Light Upgrade",2014,2000
"1893","ON N KINGSBURY ST FROM W KINZIE ST (400 N) TO W ERIE 11.00 ","4,400.00",NA,"42","Street Light Upgrade",2014,4400
"1894","ON W ERIE ST FROM N LA SALLE DR (140 W) TO N STATE ST 1.00 ","400.00",NA,"42","Street Light Upgrade",2014,400
"1895","ON W HUBBARD ST FROM N ORLEANS ST (340 W) TO N 3.00 ","1,200.00",NA,"42","Street Light Upgrade",2014,1200
"1896","ON N DEARBORN ST FROM W ONTARIO ST (630 N) TO W 3.00 ","1,200.00",NA,"42","Street Light Upgrade",2014,1200
"1897","N JEFFERSON ST & W RANDOLPH ST 1.00 ","2,308.00",NA,"42","Traffic Equipment",2014,2308
"1898","E GRAND AVE & N ST CLAIR ST 2.00 ","2,862.00",NA,"42","Traffic Equipment",2014,2862
"1899","E OHIO ST & N MCCLURG CT 2.00 ","2,862.00",NA,"42","Traffic Equipment",2014,2862
"1900","ON N DESPLAINES ST FROM W FULTON ST (300 N) TO W 6.00 ","13,842.00",NA,"42","Traffic Equipment",2014,13842
"1901","W KINZIE ST & N DESPLAINES ST 1.00 ","2,866.00",NA,"42","Traffic Equipment",2014,2866
"1902","ON N KINGSBURY ST FROM W GRAND AVE (540 N) TO W 2.00 ","5,734.00",NA,"42","Traffic Equipment",2014,5734
"1903","ON N DEARBORN ST FROM W GRAND AVE (530 N) TO W 4.00 ","8,060.00",NA,"42","Traffic Equipment",2014,8060
"1904","W GRAND AVE & N STATE ST 1.00 ","2,015.00",NA,"42","Traffic Equipment",2014,2015
"1905","E OHIO ST & N ST CLAIR ST 2.00 ","2,863.00",NA,"42","Traffic Equipment",2014,2863
"1906","ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON 5.00 ","10,075.00",NA,"42","Traffic Equipment",2014,10075
"1907","E OHIO ST & N FAIRBANKS CT 2.00 ","2,863.00",NA,"42","Traffic Equipment",2014,2863
"1908","E RANDOLPH ST & N MICHIGAN AVE RIGHT TURN ARROW - ","6,073.00",NA,"42","Traffic Signal LED",2014,6073
"1909","N LARRABEE ST & W MENOMONEE ST 2.00 ","900.00",NA,"43","In-Road ""State Law Stop",2014,900
"1910","W DEMING PL & N CLARK ST 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1911","W ARMITAGE AVE & N SEMINARY AVE 1.00 ","950.00",NA,"43","In-Road ""State Law Stop",2014,950
"1912","N KENMORE AVE & N LINCOLN AVE 1.00 ","600.00",NA,"43","In-Road ""State Law Stop",2014,600
"1913","N CLARK ST & W WEBSTER AVE 2.00 ","1,100.00",NA,"43","In-Road ""State Law Stop",2014,1100
"1914","N CLEVELAND AVE & W ARMITAGE AVE 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1915","N CANNON DR & N STOCKTON DR 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2014,350
"1916","W FULLERTON AVE & N SEMINARY AVE 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2014,350
"1917","W MONTANA ST & N LINCOLN AVE 1.00 ","950.00",NA,"43","In-Road ""State Law Stop",2014,950
"1918","N CANNON DR & N LAKE SHORE DR 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1919","W DIVERSEY PKWY & N HAMPDEN CT 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1920","N CLARK ST & W ROSLYN PL 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1921","N CLARK ST & W ST JAMES PL 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2014,550
"1922","ON N LEHMANN CT FROM W DRUMMOND PL (2700 N) TO W 0.00 ","7,685.00",NA,"43","Sidewalk Menu",2014,7685
"1923","ON N SHEFFIELD AVE FROM W FULLERTON AVE (2400 N) 0.00 ","10,602.00",NA,"43","Sidewalk Menu",2014,10602
"1924","ON N ASTOR ST FROM E SCHILLER ST (1400 N) TO E 1.00 ","32,031.00",NA,"43","Street Resurfacing Menu",2014,32031
"1925","ON N LAKEVIEW AVE FROM W DEMING PL (2600 N) TO W 1.00 ","40,765.00",NA,"43","Street Resurfacing Menu",2014,40765
"1926","ON E BURTON PL FROM N LAKE SHORE DR (100 E) TO N 1.00 ","20,598.00",NA,"43","Street Resurfacing Menu",2014,20598
"1927","ON N LAKEVIEW AVE FROM W WRIGHTWOOD AVE (2700 N) 1.00 ","39,735.00",NA,"43","Street Resurfacing Menu",2014,39735
"1928","ON N STONE ST FROM E SCOTT ST (1240 N) TO E GOETHE ST 1.00 ","32,667.00",NA,"43","Street Resurfacing Menu",2014,32667
"1929","ON N LAKEVIEW AVE FROM W ROSLYN PL (2500 N) TO W 1.00 ","50,566.00",NA,"43","Street Resurfacing Menu",2014,50566
"1930","ON W WISCONSIN ST FROM N FREMONT ST (900 W) TO N 1.00 ","68,705.00",NA,"43","Street Resurfacing Menu",2014,68705
"1931","ON N SURREY CT FROM W ALTGELD ST (2500 N) TO W LILL 1.00 ","19,088.00",NA,"43","Street Resurfacing Menu",2014,19088
"1932","ON N DAYTON ST FROM W WRIGHTWOOD AVE (2600 N) TO 1.00 ","45,963.00",NA,"43","Street Resurfacing Menu",2014,45963
"1933","ON N LARRABEE ST FROM W ARMITAGE AVE (2000 N) TO W 1.00 ","66,934.00",NA,"43","Street Resurfacing Menu",2014,66934
"1934","ON N RITCHIE CT FROM E GOETHE ST (1300 N) TO E BANKS 1.00 ","24,146.00",NA,"43","Street Resurfacing Menu",2014,24146
"1935","ON W LILL AVE FROM N RACINE AVE (1200 W) TO N 1.00 ","29,057.00",NA,"43","Street Resurfacing Menu",2014,29057
"1936","ON W WILLOW ST FROM N FERN CT (420 W) TO N ST 1.00 ","15,554.00",NA,"43","Street Resurfacing Menu",2014,15554
"1937","ON N STOCKTON DR FROM N CANNON DR (2750 N) TO W 1.00 ","85,855.00",NA,"43","Street Resurfacing Menu",2014,85855
"1938","ON N STOCKTON DR FROM W LA SALLE DR (1700 N) TO W 4.00 ","199,212.00",NA,"43","Street Resurfacing Menu",2014,199212
"1939","ON N LAKEWOOD AVE FROM W FULLERTON AVE (2400 N) 1.00 ","39,731.00",NA,"43","Street Resurfacing Menu",2014,39731
"1940","ON W BURTON PL FROM N STATE PKWY (0 E) TO N ASTOR ","30,000.00",NA,"43","Street Resurfacing Menu",2014,30000
"1941","ON N SEDGWICK ST FROM W WISCONSIN ST (1900 N) TO W 1.00 ","71,688.00",NA,"43","Street Resurfacing Menu",2014,71688
"1942","ON N SEDGWICK ST FROM W ARMITAGE AVE (2000 N) TO W 1.00 ","50,310.00",NA,"43","Street Resurfacing Menu",2014,50310
"1943","ON N BURLING ST FROM W FULLERTON AVE (2400 N) TO W 1.00 ","44,197.00",NA,"43","Street Resurfacing Menu",2014,44197
"1944","ON N STATE PKWY FROM W DIVISION ST (1199 N) TO W 4.00 ","208,384.00",NA,"43","Street Resurfacing Menu",2014,208384
"1945","ON W DEMING PL FROM N LAKEVIEW AVE (400 W) TO N 1.00 ","54,855.00",NA,"43","Street Resurfacing Menu",2014,54855
"1946","ON W WRIGHTWOOD AVE FROM N HALSTED ST (800 W) TO 5.00 ","1,750.00",NA,"43","Street Light Upgrade",2014,1750
"1947","ON W ARLINGTON PL FROM N CLARK ST (500 W) TO N 3.00 ","1,050.00",NA,"43","Street Light Upgrade",2014,1050
"1948","ON N DAYTON ST FROM W DIVERSEY PKWY (2800 N) TO W 5.00 ","1,750.00",NA,"43","Street Light Upgrade",2014,1750
"1949","2523 N HALSTED ST 43 trees ","18,620.00",NA,"43","Miscellaneous Other",2014,18620
"1950","ON W SCHOOL ST FROM 1240 W TO N RACINE AVE (1200 W) 1.00 ","7,649.00",NA,"44","Alley Apron Menu",2014,7649
"1951","ON W ROSCOE ST FROM 1013 W TO N SHEFFIELD AVE (1000 1.00 ","15,486.00",NA,"44","Alley Apron Menu",2014,15486
"1952","ON W ROSCOE ST FROM 1145 W TO N CLIFTON AVE (1130 1.00 ","9,353.00",NA,"44","Alley Apron Menu",2014,9353
"1953","W NEWPORT AVE & N HALSTED ST&W ROSCOE ST & N 1.00 ","13,351.00",NA,"44","Alley Resurfacing Menu",2014,13351
"1954","N BOSWORTH AVE & W WAVELAND AVE&N ASHLAND 1.00 ","26,755.00",NA,"44","Alley Resurfacing Menu",2014,26755
"1955","N JANSSEN AVE & W GRACE ST&N SOUTHPORT AVE & W 1.00 ","25,282.00",NA,"44","Alley Resurfacing Menu",2014,25282
"1956","W PATTERSON AVE & N CLARK ST&W ADDISON ST & N 1.00 ","3,500.00",NA,"44","Alley Speed Hump Menu",2014,3500
"1957","ON W WELLINGTON AVE FROM N WATERLOO CT (650 W) 0.00 ","16,616.00",NA,"44","Curb & Gutter Menu",2014,16616
"1958","ON W BELMONT AVE FROM N HUDSON AVE (440 W) TO N 0.00 ","22,041.00",NA,"44","Curb & Gutter Menu",2014,22041
"1959","ON W BUCKINGHAM PL FROM N HALSTED ST (800 W) TO N 0.00 ","1,582.00",NA,"44","Curb & Gutter Menu",2014,1582
"1960","N WATERLOO CT & W WELLINGTON AVE 0.00 ","3,597.00",NA,"44","Curb & Gutter Menu",2014,3597
"1961","ON W ROSCOE ST FROM N LAKEWOOD AVE (1300 W) TO N 0.00 ","9,510.00",NA,"44","Curb & Gutter Menu",2014,9510
"1962","ON W BRIAR PL FROM N SHERIDAN RD (400 W) TO N 0.00 ","2,154.00",NA,"44","Curb & Gutter Menu",2014,2154
"1963","ON W BELMONT AVE FROM N PINE GROVE AVE (500 W) TO 0.00 ","3,540.00",NA,"44","Curb & Gutter Menu",2014,3540
"1964","N SOUTHPORT AVE & W MELROSE ST 1.00 ","550.00",NA,"44","In-Road ""State Law Stop",2014,550
"1965","N BROADWAY & W ALDINE AVE 1.00 ","550.00",NA,"44","In-Road ""State Law Stop",2014,550
"1966","W MELROSE ST & N SOUTHPORT AVE 1.00 ","950.00",NA,"44","In-Road ""State Law Stop",2014,950
"1967","N HALSTED ST & W BUCKINGHAM PL 1.00 ","550.00",NA,"44","In-Road ""State Law Stop",2014,550
"1968","W BELMONT AVE & N SEMINARY AVE 1.00 ","950.00",NA,"44","In-Road ""State Law Stop",2014,950
"1969","N BROADWAY & W BRIAR PL 1.00 ","550.00",NA,"44","In-Road ""State Law Stop",2014,550
"1970","W BELMONT AVE & N ORCHARD ST 1.00 ","550.00",NA,"44","In-Road ""State Law Stop",2014,550
"1971","W GEORGE ST & N HALSTED ST 1.00 ","950.00",NA,"44","In-Road ""State Law Stop",2014,950
"1972","W DIVERSEY PKWY & N SEMINARY AVE 1.00 ","950.00",NA,"44","In-Road ""State Law Stop",2014,950
"1973","ON W ROSCOE ST FROM N BROADWAY (613 W) TO N 0.00 ","560.00",NA,"44","Sidewalk Menu",2014,560
"1974","ON W BARRY AVE FROM N PINE GROVE AVE (500 W) TO N 0.00 ","9,239.00",NA,"44","Sidewalk Menu",2014,9239
"1975","ON W DIVERSEY AVE FROM N LINCOLN AVE (1200 W) TO N 0.00 ","1,193.00",NA,"44","Sidewalk Menu",2014,1193
"1976","ON W BARRY AVE FROM N BROADWAY (600 W) TO N PINE 0.00 ","11,566.00",NA,"44","Sidewalk Menu",2014,11566
"1977","ON N BOSWORTH AVE FROM W ROSCOE ST (3400 N) TO W 0.00 ","1,857.00",NA,"44","Sidewalk Menu",2014,1857
"1978","ON W WOLFRAM ST FROM N SEMINARY AVE (1100 W) TO N 0.00 ","5,479.00",NA,"44","Sidewalk Menu",2014,5479
